,Participante,Texto,Sentimiento,Palabras,Dia,Mes,Anio
1095,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Si pensamos en 600 pipas diarias, no estamos sólo hablando del llamado huachicol, la ordeña de ductos; estamos hablando de un plan que tiene vinculación al interior del gobierno y que se apoya en un sistema de distribución de combustibles, porque no es fácil distribuir, vender 600 pipas diarias de gasolina diarias.",0.0062578589935145,52,27,12,2018
1096,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Por eso tomamos la decisión de iniciar este plan y ahora van ustedes a conocer los detalles, porque queremos que todo el pueblo de México esté informado.",0.8349139854716245,27,27,12,2018
1097,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Antes ni siquiera se daba la información. Se hablaba del huachicol sin que se informara sobre la cantidad de combustible robado diariamente y los montos que este robo significa, cuánto se pierde.",0.0004625761193902,32,27,12,2018
1098,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Para tener una idea, con lo que se han robado este año alcanzaría para financiar el 40 por ciento de una refinería o, para ponerlo en otros términos, tres años de robo de combustible es equivalente a una refinería nueva.",0.0011591413739796,40,27,12,2018
1099,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Por eso vamos a combatir este robo afuera y adentro de las instalaciones de Pemex.,0.003212301492491,15,27,12,2018
1100,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"El director de Pemex, Octavio Romero Oropeza, va a informarles, lo mismo que el general Luis Crescencio Sandoval, secretario de la Defensa y Alejandro Gertz Manero.",0.0062118455052942,26,27,12,2018
1101,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Es un plan que se ha venido trabajando desde los primeros días del nuevo gobierno en forma conjunta; han intervenido y lo van a seguir haciendo 15 dependencias del gobierno federal para enfrentar este ilícito.,0.0879669831109728,35,27,12,2018
1102,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"De modo que le damos la palabra al ingeniero Octavio Romero Oropeza y luego al general Luis Crescencio Sandoval. Posteriormente, al licenciado Alejandro Gertz Manero, procurador de la República, y luego abrimos ya la ronda de preguntas y respuestas.",0.0056499247120378,39,27,12,2018
1103,OCTAVIO ROMERO OROPEZA,": Muchas gracias, señor presidente.",0.4265980959211702,5,27,12,2018
1104,OCTAVIO ROMERO OROPEZA,Para enmarcar un poquito el plan conjunto del gobierno de la República para combatir el robo de hidrocarburos en Pemex algunas estadísticas.,0.0614223985831252,22,27,12,2018
1105,OCTAVIO ROMERO OROPEZA,"En esta gráfica podemos observar el robo de combustibles a lo largo de tres años: 2016, 17 y 18. El promedio diario en el año 2016 fue de 26 mil barriles aproximadamente. En el 17, arriba de 43 mil barriles diarios. Y para este año ya ronda el orden de los 58 mil 200 barriles diarios.",0.7018192268650121,56,27,12,2018
1106,OCTAVIO ROMERO OROPEZA,"En dinero, esto significa, a precio de hoy de la gasolina, para el 2016, más de 30 mil millones de pesos; para el 2017, 50 mil 100 millones de pesos y para el 2018, 66 mil 300 millones de pesos. Perdón, ¿no tenemos las gráficas?",0.0589886917624625,45,27,12,2018
1107,OCTAVIO ROMERO OROPEZA,"Comparativo de la desviación de noviembre. En el caso del mes noviembre, en el comparativo de noviembre de estos tres años, les informo que en noviembre del año de 2016 el total de barriles que se perdieron, que se robaron, fue del orden de un millón 49 mil barriles. Para el mes de noviembre del 17 fue del orden de un millón 341 barriles, y para el 2018 noviembre ya subió a dos millones 448 mil barriles.",0.1588501066718752,77,27,12,2018
1108,OCTAVIO ROMERO OROPEZA,"El mismo comparativo de diciembre arroja que en diciembre del 16 el total de robo de hidrocarburos en el mes fue un millón 334 mil barriles. Para noviembre del 17 subió a un millón 510 mil en este comparativo, y ya para diciembre de este año andamos en un millón 634 mil barriles.",0.190516655319153,53,27,12,2018
1109,OCTAVIO ROMERO OROPEZA,"Esta gráfica me gustaría que la encontráramos, la del comparativo. Esta gráfica es muy importante, porque a partir del día 20 de diciembre se inició este plan conjunto del gobierno de la República para el combate al robo de hidrocarburos y se intervino el sistema de monitoreo y control de los ductos en Pemex, una intervención.",0.535022437578475,56,27,12,2018
1110,OCTAVIO ROMERO OROPEZA,"El día 20 hubo remoción de funcionarios, ceses que están puestos a disposición del órgano de control y de las autoridades, eso fue el día 20, y el resultado lo empezamos a ver a partir del día 21.",0.5248470641710806,38,27,12,2018
1111,OCTAVIO ROMERO OROPEZA,"Si ustedes observan estos comparativos vemos que, para el primer bloque, estamos hablando del 21 de diciembre de 2016, de 2017 y de 2018. Se observa claramente cómo el 21 de diciembre de 2016, se robaron 78 mil barriles; en el 17, ese mismo día, 70 mil, y este año, ya después de la intervención, fue 43 mil.",0.2515765162740542,58,27,12,2018
1112,OCTAVIO ROMERO OROPEZA,"El día 22 de diciembre, repitiendo el mismo comparativo, observamos que, en diciembre de este año, el día que menos combustible se robaron de los últimos tres años en este día, lo mismo ocurre para el día 23 de diciembre, cuando en el 16 se perdieron 65 mil; en el 17, 46 mil, y en diciembre de este año sólo 28 mil.",0.0182835318099058,62,27,12,2018
1113,OCTAVIO ROMERO OROPEZA,"Siguió bajando el día 24 de diciembre, 42 mil, en el 16; 58 mil, en el 17 y 27 mil barriles el 24 de diciembre de este año.",0.2481325397344645,28,27,12,2018
1114,OCTAVIO ROMERO OROPEZA,"Y finalmente, el día de ayer también tenemos la estadística: El 25 de diciembre del 16, fueron 17 mil barriles; en el 17, fueron 20 mil barriles, y ahora, el 25 de diciembre, sólo 19 mil barriles, de manera que la intervención que se hizo al sistema de monitoreo y control aparentemente está dando resultados.",0.210624600463181,55,27,12,2018
1115,OCTAVIO ROMERO OROPEZA,"En lo que va del mes de diciembre, el mes de combustible ha presentado una disminución de 17.4 por ciento en comparación con el mes de noviembre del mismo año.",0.0297137449887903,30,27,12,2018
1116,OCTAVIO ROMERO OROPEZA,"No sé si tenemos la gráfica de las pipas. Pero, en términos generales, estos son los datos, estas son las estadísticas que justifican el programa y los primeros resultados del Plan Conjunto del Gobierno de la República para Combatir el Robo de Hidrocarburos en Pemex.",0.4717858866207802,45,27,12,2018
1117,OCTAVIO ROMERO OROPEZA,"Si el presidente no tiene inconveniente, le cedo la palabra. Perdón, ahí está la gráfica de las pipas por día, pueden observar que ha habido días de mil 336 pipas, ven la fluctuación. Y digamos que el número menor es del día 25, el día de ayer, con 201 pipas únicamente; o sea, ha sido una disminución sustancial en cuanto al robo de combustibles en estos últimos cinco días.",0.0061563184981605,69,27,12,2018
1118,OCTAVIO ROMERO OROPEZA,"Si no hay inconveniente, le cedería la palabra al general secretario de la Defensa.",0.3932897278264887,14,27,12,2018
1119,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Pero antes. Si vuelven a poner la gráfica, la misma.",0.868656464406671,11,27,12,2018
1120,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Miren, mil 145 pipas por día, mil 145 pipas. Eso es huachicol, pero desde arriba. ¿Cómo se distribuyen más de mil pipas diariamente? Eso es lo que quiero puntualizar.",0.302358334175806,29,27,12,2018
1121,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Hay la hipótesis de que, de todo el robo, solo el 20 por ciento se da con la ordeña de ductos, que es una especie de pantalla, que la mayor parte tiene que ver con un plan que se opera con la complicidad de autoridades y con una red de distribución.",0.0462464841455714,51,27,12,2018
1122,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces son huachicoleros de abajo y huachicoleros de arriba. Ahora sí, general.",0.4966091807282488,12,27,12,2018
1123,GENERAL LUIS CRESENCIO SANDOVAL,": Dentro de este plan conjunto del gobierno de la República, como ustedes pueden observar, ahí en la lámina están las 15 dependencias e instituciones del gobierno federal que participamos en este plan conjunto.",0.4238946270138103,34,27,12,2018
1124,GENERAL LUIS CRESENCIO SANDOVAL,"Por lo que corresponde a la Secretaría de Marina y a la Secretaría de la Defensa Nacional, nos coordinamos con Pemex, la siguiente lámina, por favor, y se estableció un análisis especializado por Pemex de las instalaciones estratégicas que se tienen ya cubiertas.",0.0457359400992706,43,27,12,2018
1125,GENERAL LUIS CRESENCIO SANDOVAL,"Actualmente tenemos 73 instalaciones en donde Sedena y Semar tienen una presencia desde el punto de vista de seguridad a la instalación, seguridad periférica a la instalación, no teniendo participación en otro tipo de actividad.",0.1599006182336834,35,27,12,2018
1126,GENERAL LUIS CRESENCIO SANDOVAL,"Después de este análisis realizado por Pemex, se determinaron 58 instalaciones a las que se les debería de dar atención dentro de este plan conjunto.",0.0175910985095183,25,27,12,2018
1127,GENERAL LUIS CRESENCIO SANDOVAL,"Estas son, como ven el cuadro inferior izquierdo, 6 refinerías, 39 terminales de almacenamiento y despacho, dentro de la que se encuentra una marítima; 12 estaciones de rebombeo y el centro de control México, que ya lo mencionó el director de Pemex, haciendo un total de 58 instalaciones y cubriendo lo que se contempla en 15 sistemas de distribución.",0.0920715407885505,59,27,12,2018
1128,GENERAL LUIS CRESENCIO SANDOVAL,"Todas las instalaciones están a través de todo nuestro territorio, en ellas ya hay, como mencioné, gente que está dando seguridad a la instalación desde el punto de vista periférico, donde se van a incrementar personal para la atención al plan.",0.345679365568108,41,27,12,2018
1129,GENERAL LUIS CRESENCIO SANDOVAL,Esta atención va a ser una acción de intervención del personal militar para verificar lo que es el monitoreo y comprobación de procedimientos de abastecimiento y reparto. Dentro del plan se identificaron algunos puntos que son a los que les vamos a dar toda la atención.,0.2015924892831628,46,27,12,2018
1130,GENERAL LUIS CRESENCIO SANDOVAL,"Que es, primero, el acceso a las instalaciones, controlar perfectamente bien la entrada y salida de todos los vehículos, de todas las pipas, el cuarto de control de las respectivas instalaciones y los tanques verticales.",0.1484043981404278,35,27,12,2018
1131,GENERAL LUIS CRESENCIO SANDOVAL,"Ya se desarrollaron una serie de misiones, funciones específicas para el personal militar y naval que estará en esas instalaciones donde va a saber qué es lo que tiene que observar, que es lo que tiene que verificar.",0.9828118130629356,38,27,12,2018
1132,GENERAL LUIS CRESENCIO SANDOVAL,"Previo ya se hará una capacitación, se está ya realizando una capacitación para que nuestro personal sepa qué es lo que tiene que hacer.",0.1969679655204512,24,27,12,2018
1133,GENERAL LUIS CRESENCIO SANDOVAL,"Dentro de este plan, como ustedes pueden observar, los cuadritos en azul son las instalaciones que tiene la Secretaría de Marina, las de rojo, anaranjado es donde está el personal del Ejército, y las verdes es donde ya vamos a destinar, ya hay personal de Semar o de Sedena, pero es los puntos donde van a entrar ya la Policía Militar, que en su momento y una vez que salga del Congreso, se integrará lo que es la Guardia Nacional.",0.5456491892975152,80,27,12,2018
1134,GENERAL LUIS CRESENCIO SANDOVAL,"Entonces, esas son todas las instalaciones. Sedena tendremos 30 terminales y abastecimiento y despacho y cuatro refinerías, las 12 estaciones de rebombeo, un centro de control. Y la Secretaría de Marina nueve terminales de abastecimiento y despacho, dos refinerías.",0.0118697852356863,39,27,12,2018
1135,GENERAL LUIS CRESENCIO SANDOVAL,"Con esto buscamos el evitar, el participar dentro del plan conjunto para evitar el robo de combustible en estas áreas importantes que se han identificado como principales en la extracción de combustible.",0.0892770385629497,32,27,12,2018
1136,GENERAL LUIS CRESENCIO SANDOVAL,Muchas gracias.,0.500183160728402,2,27,12,2018
1137,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Le damos la palabra a Alejandro Gertz.,0.5121995246158361,8,27,12,2018
1138,ALEJANDRO GERTZ MANERO,: Debemos informarles lo siguiente. La nueva administración de Pemex entendió que el huachicol y el robo a todos los ductos no era un asunto exterior. Era un asunto que se manejaba desde adentro y desde afuera.,0.0005519301911511,37,27,12,2018
1139,ALEJANDRO GERTZ MANERO,"Y entonces se empezó a trabajar de inmediato en Pemex Logística, que es el área que maneja el control de los ductos y estableció con toda precisión -esta administración y de una manera técnica- que, precisamente quienes manejaban el control de esos ductos desde Pemex eran los que estaban permitiendo que este robo se llevara a cabo.",0.0022485996316997,57,27,12,2018
1140,ALEJANDRO GERTZ MANERO,"Es decir, eso es realmente el trabajo más importante que ha hecho la nueva administración de Pemex para poder evitar algo que parecía que únicamente era el hecho de que alguien se acercaba a un ducto y le extraía el combustible.",0.0019026686092245,41,27,12,2018
1141,ALEJANDRO GERTZ MANERO,No era así. Tenía que haber una complicidad desde adentro que permitiera que en el ducto siguiera fluyendo el combustible para podérselo robar.,0.0014140605082205,23,27,12,2018
1142,ALEJANDRO GERTZ MANERO,"De esta manera establecieron técnica y profesionalmente que había un grupo de individuos que estaban a cargo de ese sistema y estableció con toda claridad las responsabilidades, tanto de carácter administrativo, como posiblemente penales al respecto.",0.0674418259321249,36,27,12,2018
1143,ALEJANDRO GERTZ MANERO,"¿Qué hizo con esto? Darlo a conocer al Ministerio Público federal para que se inicie -y se han iniciado ya- los procedimientos penales correspondientes, pero no queda nada más en eso.",0.014766307184906,31,27,12,2018
1144,ALEJANDRO GERTZ MANERO,"Están entrando también Función Pública, el SAT, Inteligencia Financiera. Es todo un grupo de defensa de los bienes de la nación y, en este caso, del petróleo, para que este sistema, primero, se descubra y se haga público; segundo, se sancione y luego se remedie.",0.0199397398008859,45,27,12,2018
1145,ALEJANDRO GERTZ MANERO,"Entonces, la parte más importante es que todos los involucrados dentro del gobierno federal, que tienen estas funciones, ya las iniciaron y el Ministerio Público federal ha iniciado los procedimientos penales contra tres de estos individuos, que sus nombres no los podemos dar para no generar un problema al debido proceso.",0.0188773070688968,51,27,12,2018
1146,ALEJANDRO GERTZ MANERO,"Muchas gracias, señor.",0.500183160728402,3,27,12,2018
1147,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Este plan tiene como propósito evitar este robo, no tolerar que se sigan cometiendo estos robos, no permitir la corrupción.",0.0129238853188331,21,27,12,2018
1148,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y quiero hacer un llamado a todos los mexicanos para que nos apoyen y que entre todos logremos erradicar este robo que se hace a la nación, que se hace a todos.",0.3656014061691574,32,27,12,2018
1149,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Porque esto significa el presupuesto de la UNAM, lo que se roban cada año. Significa el 60 por ciento de lo que se va a dirigir a las pensiones de los adultos mayores; significa 60 veces más lo que vamos a destinar el año próximo a la creación de 100 universidades públicas.",0.3256802848575803,52,27,12,2018
1150,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Esto no lo podemos permitir. Tenemos que acabar con esta corrupción.,0.1010382569708013,11,27,12,2018
1151,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y yo convoco a los trabajadores de Pemex para que nos apoyen, nos ayuden a que se logre el propósito de cero corrupción.",0.0133399736993541,23,27,12,2018
1152,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"No podemos los mexicanos, seguir pasando vergüenzas; ocupar el lugar 135 entre 176 países, el lugar 135 como país corrupto. El objetivo es acabar con la corrupción.",0.0349941218117403,27,27,12,2018
1153,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Un llamado a los concesionarios, dueños de gasolinerías o gasolineras, un llamado para que no vendan gasolinas robadas, de procedencia ilícita, a todos los gasolineros del país.",0.0017220501615042,27,27,12,2018
1154,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Un llamado también a los compradores de gasolina robada, a contratistas, porque se hizo normal este robo. Donde hay una obra grande, ahí hay expendios de combustible robado.",0.0010972875933906,28,27,12,2018
1155,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Un llamado a que no se compre combustible robado a la nación, al pueblo. Un llamado a los transportistas para que no transporten, no trasladen gasolina, diésel robado. Un llamado a todas las familias, a los jóvenes.",0.0086688019311913,37,27,12,2018
1156,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"El nuevo gobierno está abriendo posibilidades para que todos los jóvenes puedan tener trabajo, que nadie se dedique a actividades ilícitas; que nos ayuden en las familias orientando para que no se cometan ilícitos.",0.0764565830881442,34,27,12,2018
1157,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Todos los jóvenes desempleados van a ser contratados, tres mil 600 pesos mensuales, para formarse, para capacitarse. No es mucho, pero es un ingreso lícito, que implica honestidad, que implica rectitud, que implica no correr riesgos.",0.0260064021002624,36,27,12,2018
1158,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Porque también es importante que se sepa: Está por aprobarse una reforma a la Constitución, a las leyes, para que el robo de hidrocarburos sea delito grave, sin derecho a fianza, porque hasta ahora no es delito grave, y salen fácilmente bajo fianza. Ya no va a ser así. Y no va a importar la cantidad de lo robado.",0.0041008342383155,59,27,12,2018
1159,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, no queremos que se apruebe esta reforma y que la gente no lo sepa. Queremos que se sepa que no va a haber tolerancia en el robo, que no va a haber corrupción para nadie, ni arriba, ni abajo; que vamos a limpiar de corrupción al gobierno, que ese es el propósito.",0.0034312426235786,53,27,12,2018
1160,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"También pedirles que nos ayuden a informar. Hay un teléfono que ojalá y se ponga en la pantalla, sí: 01800 2289660. Se protege a quienes hablen. Aprovechar nada más para no hacer mal uso del teléfono. Aquí se pueden hacer denuncias. Y que todos cuidemos para terminar con el robo de combustibles.",0.0030226561219084,52,27,12,2018
1161,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Nosotros vamos a estarles informando de cómo va el plan. Cada determinado tiempo se van a presentar resultados, porque se tiene información diaria, no a partir de ahora. Yo les comentaba que, en delitos de homicidios, en delitos de secuestro, de robo de vehículo, teníamos dificultad para tener la información diaria. Ya se tiene, ya se va a empezar a presentar diariamente información, porque no hay un sistema para eso.",0.0138363321327216,70,27,12,2018
1162,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"En cambio, en el robo de combustible se tenía un sistema de información diaria, nada más que no se daba a conocer.",0.0199824922428733,22,27,12,2018
1163,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Por eso tomamos la decisión de dar a conocer toda la información y el plan de acción que, como ya lo expresé, es un plan conjunto de 15 dependencias del gobierno federal, y ya se echó a andar y al parecer hay buenos resultados. Pero no podemos cantar victoria todavía, porque apenas está iniciando el plan.",0.4549108306787828,56,27,12,2018
1164,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Desde luego, estamos seguros que vamos a poder resolver este grave problema.",0.1464973214721789,12,27,12,2018
1165,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Ahí termino y empezamos.,0.3790132919083222,4,27,12,2018
1166,PREGUNTA,": Buenos días, presidente. Shaila Rosagel, de Sin Embargo.",0.3752407770502849,9,27,12,2018
1167,PREGUNTA,"Presidente, ¿hay sospechas de que el sindicato que dirige Romero Deschamps sea parte de este saqueo, esta red de saqueo a Pemex?",0.0055667948435153,22,27,12,2018
1168,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Hay información de que en algunas áreas no podía entrar Pemex, la autoridad, porque eran áreas reservadas o estaban conducidas, administradas por trabajadores sindicalizados. Pero eso ya se resolvió.",0.5094244795174425,30,27,12,2018
1169,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Nada más se les informó a los dirigentes sindicales que Pemex, y no sólo Pemex, el gobierno federal y las Fuerzas Armadas, iban a cuidar instalaciones estratégicas, como se está haciendo. Y ya en este plan no hay ninguna zona reservada, ni ninguna área en la que no se pueda intervenir.",0.0011803865689762,51,27,12,2018
1170,PREGUNTA,": Qué tal, buenos días a todos. Isabel González, de Grupo Imagen.",0.5780706079319751,12,27,12,2018
1171,PREGUNTA,"Presidente, si nos podría precisar qué áreas eran las restringidas, justamente, por los trabajadores sindicalizados y que ya han dejado de serlo; ¿por qué delitos fueron presentados ante la autoridad ministerial estos funcionarios?",0.0781799381336856,33,27,12,2018
1172,PREGUNTA,"Si no mal entiendo fueron tres los que fueron puestos a disposición de la autoridad; si tienen derecho a fianza o no, su situación jurídica como tal y si tienen beneficios de ley.",0.1347098744599671,33,27,12,2018
1173,PREGUNTA,"Y en qué estado queda esta hipótesis, teoría, que decían en sexenios del PAN, del PRI, que los cárteles de la droga se habían asociado justamente en el robo de hidrocarburos, por el éxito de los operativos militares en contra de los narcotraficantes ¿Es real, no es real?, ¿hay un sustento o no lo hay?",0.0050053056212376,55,27,12,2018
1174,PREGUNTA,Gracias por sus respuestas.,0.3868930394262745,4,27,12,2018
1175,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Dos hechos:,0.5862873794904844,3,27,12,2018
1176,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Uno. Un área que se intervino fue la de monitoreo, porque se comprobó que se estaban violando las normas.",0.0043530471202591,19,27,12,2018
1177,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Hay un sistema para conocer la presión de los ductos. Y hubo un día en que no se procedió a cerrar válvulas, que era lo que se debió hacer. Y ese día hubo una gran pérdida de combustible en un tramo de ductos.",0.0004984431138219,43,27,12,2018
1178,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y otro hecho es que se detuvo a un transportista que entraba y salía a una refinería, hay elementos. Lo demás no podemos darlo a conocer, porque están abiertas las investigaciones.",0.0389948970223797,31,27,12,2018
1179,PREGUNTA,: (inaudible).,0.541333260777616,2,27,12,2018
1180,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": En su momento, en su momento se va a hablar más sobre eso. Lo que nos importa es parar el robo.",0.1624171864390207,22,27,12,2018
1181,PREGUNTA,: Buenos días.,0.9384397760356878,3,27,12,2018
1182,PREGUNTA,"¿Es en la zona centro, sería en la zona centro del país, sería en la zona norte, donde se detecta más robo de combustibles? y ¿serían funcionarios de alto nivel o de bajo nivel de Petróleos Mexicanos? Gracias.",0.1521937769027631,38,27,12,2018
1183,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Es en la parte centro donde hay más robos, donde están los ductos, donde están las instalaciones, el almacenamiento.",0.2969014047369087,20,27,12,2018
1184,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Es lo que puedo comentarles.,0.2417705285816493,5,27,12,2018
1185,PREGUNTA,": Buenos días, Carlos Calzada, de Radio Educación.",0.2690767791064377,8,27,12,2018
1186,PREGUNTA,"Me gustaría saber, ¿cómo involucra a los gobiernos estatales este plan? Porque precisamente en algunas entidades como Puebla, Veracruz, Guanajuato es donde se presenta con mayor incidencia este problema de robo de combustible ¿Cómo se va a involucrar a los gobiernos estatales en el plan conjunto para detener el robo de combustibles?",0.0036057412928038,52,27,12,2018
1187,PREGUNTA,Gracias.,0.441790940003079,1,27,12,2018
1188,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Estoy haciendo un llamado a toda la población y esto incluye también a las autoridades municipales, estatales, para que todos participen, apoyen.",0.1765357385173495,23,27,12,2018
1189,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"No vamos a actuar sin tener pruebas, sin tener elementos. Por eso no vamos a acusar sin tener evidencias, pero sí pedimos el apoyo de todos.",0.5140563791034739,26,27,12,2018
1190,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Creo que es muy importante el que estemos todos los ciudadanos dándole seguimiento a este asunto, porque estoy seguro que la mayoría de la gente no sabía que se robaban más de 600 pipas diarias. Incluso, al interior del gobierno se hablaba de miles de barriles diarios y las gráficas, pero la pregunta, a ver, ¿cuántos litros de gasolina tiene un barril un barril? Muy pocos lo saben.",0.5724784525740996,68,27,12,2018
1191,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Entonces, por eso esto es más fácil de comprender, cuántas pipas. Y esto repito, aclara, que no se trata de la simple ordeña de los ductos, sino de un esquema de robo y de distribución de combustible de gran escala.",0.0035078119979296,40,27,12,2018
1192,PREGUNTA,": Buenos días. Francisco Nieto, de El Heraldo de México.",0.4734476538452957,10,27,12,2018
1193,PREGUNTA,"Preguntarle la meta de este programa, ¿en qué tiempo ya estaría resuelto este problema?",0.1834728424627591,14,27,12,2018
1194,PREGUNTA,"Y la segunda pregunta, si esta información que nos está presentando la sabían los exdirectores de Pemex, y si es que lo sabían, ¿tendrían alguna responsabilidad penal estos exdirectores? Gracias.",0.0072805637952902,30,27,12,2018
1195,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,: Esto se sabía desde hace muchos años. Y lo que hacían era que se descontaba en el ingreso de Pemex.,0.0626177060843448,21,27,12,2018
1196,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Desde hace tres sexenios sabían del robo, pero en el 2000, 2003, se aceptaba oficialmente que se robaban 12 mil millones de pesos. Pero ahora estamos hablando de más de 60 mil millones de pesos; o sea, ha ido creciendo sin que se haga nada",0.0041900913253975,45,27,12,2018
1197,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Que espero que se mantenga la tendencia de la gráfica, esa, de lo que hemos hecho hasta ahora, del tiempo que estamos en el gobierno ha habido una disminución de alrededor del 17 por ciento en el robo. Yo quiero que se mantenga esta tendencia.",0.6153767625324953,45,27,12,2018
1198,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Esta es una gráfica que siempre vamos a estar viendo aquí, entre todos, porque tenemos que evitar que siga sucediendo este robo.",0.7822952733251085,22,27,12,2018
1199,PREGUNTA,": Buenos días, presidente. Agustín Velasco, de Uno TV.",0.2436253925697493,9,27,12,2018
1200,PREGUNTA,"¿Ya platicó con el líder del sindicato petrolero, Carlos Romero Deschamps? Si no ha platicado con él, ¿cuál es el mensaje que le daría?",0.0545558899580974,24,27,12,2018
1201,PREGUNTA,"Y, segundo, esta cantidad tan grande de gasolina, de hidrocarburos, ¿para qué mercado era, para el mercado minorista o hay un gran mercado que consumía o que compraba todo este combustible robado? Gracias.",0.0344620683705018,33,27,12,2018
1202,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": Ya lo mencioné. Muchas empresas, cuando trabajaban en una obra, compraban combustible robado, estoy llamándolos a que eso no se haga. En las grandes obras había depósitos en donde se vendía diésel y gasolina barata.",0.0029525797805456,36,27,12,2018
1203,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Yo estoy seguro que ustedes, que son mirones profesionales, muy buenos investigadores, van a saber de los sitios, porque se hacía de manera abierta, descarada.",0.5545707505834947,25,27,12,2018
1204,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Acerca de si he tenido comunicación con el dirigente sindical de manera directa, no. Pero sí la secretaria de Gobernación ha establecido comunicación con él y este tema se le trató, en el sentido de que no íbamos a tolerar a nadie, fuese de alto nivel en Pemex o trabajador sindicalizado el que participara en actos ilícitos.",0.0787539064567442,57,27,12,2018
1205,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,Como no se le va a tolerar a ningún servidor público actos de corrupción.,0.0582210067509703,14,27,12,2018
1206,PREGUNTA,": Presidente, preguntarle, se hará retroactiva esta ley de delitos graves para castigar el robo de combustibles o cómo se va a castigar a estas personas que forman parte de las ligas mayores del robo y no solamente se castigue a los que se dedican a ordeñar los ductos, señor.",0.0009340700508004,50,27,12,2018
1207,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,": De acuerdo a la Constitución, no se puede aplicar en forma retroactiva una ley. Eso lo establece nuestra Constitución.",0.0594697399151136,20,27,12,2018
1208,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Va a ser a partir de que se apruebe la reforma, pero yo estoy seguro que los legisladores lo van a hacer pronto. Ya se ha avanzado, como es una reforma constitucional.",0.0122988023298991,32,27,12,2018
1209,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,A los congresos locales también les pido que nos ayuden para que se apruebe esta reforma constitucional. Eso es lo que tiene que ver.,0.1730456930293988,24,27,12,2018
1210,PRESIDENTE ANDRES MANUEL LOPEZ OBRADOR,"Y va a ser de aplicación para todos, no hay tolerancia. Cero corrupción, cero impunidad.",0.1435624188175133,15,27,12,2018
